,Airline,Departure,Arrival,Dep_time,Arr_time,Duration,Journey_Type,Price
1300,Go First,Pune,New Delhi,09:10,20:20,11h 10m,1 Stop,"6,272"
1301,Go First,Pune,New Delhi,09:10,21:50,12h 40m,1 Stop,"6,272"
1302,Go First,Pune,New Delhi,09:10,23:50,14h 40m,1 Stop,"6,272"
1303,Go First,Pune,New Delhi,19:00,"10:30
+ 1 day",15h 30m,1 Stop,"6,272"
1304,Vistara,Pune,New Delhi,16:55,19:05,2h 10m,1 Stop,"6,273"
1305,IndiGo,Pune,New Delhi,13:45,16:00,2h 15m,1 Stop,"6,273"
1306,IndiGo,Pune,New Delhi,16:15,18:30,2h 15m,1 Stop,"6,273"
1307,IndiGo,Pune,New Delhi,11:00,13:20,2h 20m,1 Stop,"6,273"
1308,Air India,Pune,New Delhi,12:35,16:00,3h 25m,2 Stop(s),"6,273"
1309,Air Asia,Pune,New Delhi,18:40,20:50,2h 10m,1 Stop,"6,274"
1310,Air Asia,Pune,New Delhi,17:50,20:10,2h 20m,1 Stop,"6,274"
1311,Vistara,Pune,New Delhi,13:10,15:25,2h 15m,1 Stop,"6,693"
1312,Air India,Pune,New Delhi,18:50,21:05,2h 15m,1 Stop,"6,693"
1313,SpiceJet,Pune,New Delhi,08:25,10:40,2h 15m,1 Stop,"6,798"
1314,IndiGo,Pune,New Delhi,08:15,10:25,2h 10m,1 Stop,"6,851"
1315,Air Asia,Pune,New Delhi,14:55,"01:00
+ 1 day",10h 05m,1 Stop,"6,901"
1316,Vistara,Pune,New Delhi,19:30,21:40,2h 10m,1 Stop,"7,008"
1317,Air India,Pune,New Delhi,08:45,10:50,2h 05m,1 Stop,"7,113"
1318,Vistara,Pune,New Delhi,08:05,10:15,2h 10m,1 Stop,"8,373"
1319,IndiGo,Pune,New Delhi,11:30,15:40,4h 10m,1 Stop,"9,161"
1320,IndiGo,Pune,New Delhi,11:30,17:15,5h 45m,1 Stop,"9,161"
1321,IndiGo,Pune,New Delhi,11:30,22:00,10h 30m,1 Stop,"9,161"
1322,IndiGo,Pune,New Delhi,16:40,22:00,5h 20m,1 Stop,"9,528"
1323,IndiGo,Pune,New Delhi,15:40,22:30,6h 50m,1 Stop,"9,528"
1324,IndiGo,Pune,New Delhi,16:40,"00:20
+ 1 day",7h 40m,1 Stop,"9,528"
1325,Air India,Pune,New Delhi,16:20,23:05,6h 45m,2 Stop(s),"9,896"
1326,IndiGo,Pune,New Delhi,17:25,22:25,5h 00m,1 Stop,"10,001"
1327,IndiGo,Pune,New Delhi,17:25,23:45,6h 20m,1 Stop,"10,001"
1328,IndiGo,Pune,New Delhi,15:35,22:25,6h 50m,1 Stop,"10,001"
1329,IndiGo,Bangalore,Visakhapatnam,10:55,17:55,7h 00m,1 Stop,"4,102"
1330,IndiGo,Bangalore,Visakhapatnam,09:10,17:55,8h 45m,1 Stop,"4,102"
1331,SpiceJet,Bangalore,Visakhapatnam,11:15,17:30,6h 15m,1 Stop,"4,338"
1332,Air Asia,Bangalore,Visakhapatnam,16:25,22:10,5h 45m,1 Stop,"5,176"
1333,Air Asia,Bangalore,Visakhapatnam,14:30,22:10,7h 40m,1 Stop,"5,176"
1334,IndiGo,Bangalore,Visakhapatnam,05:30,07:05,1h 35m,1 Stop,"5,178"
1335,IndiGo,Bangalore,Visakhapatnam,17:20,18:55,1h 35m,1 Stop,"5,178"
1336,IndiGo,Bangalore,Visakhapatnam,12:25,14:10,1h 45m,1 Stop,"5,178"
1337,Air Asia,Bangalore,Visakhapatnam,09:10,10:35,1h 25m,1 Stop,"5,179"
1338,Air Asia,Bangalore,Visakhapatnam,15:55,17:20,1h 25m,1 Stop,"5,179"
1339,Air Asia,Bangalore,Visakhapatnam,21:30,23:00,1h 30m,1 Stop,"5,179"
1340,IndiGo,Bangalore,Visakhapatnam,10:55,16:30,5h 35m,1 Stop,"7,646"
1341,IndiGo,Bangalore,Visakhapatnam,06:20,16:30,10h 10m,1 Stop,"7,646"
1342,IndiGo,Bangalore,Visakhapatnam,10:15,13:55,3h 40m,1 Stop,"8,066"
1343,IndiGo,Bangalore,Visakhapatnam,07:10,11:45,4h 35m,1 Stop,"8,066"
1344,IndiGo,Bangalore,Visakhapatnam,13:05,18:05,5h 00m,1 Stop,"8,066"
1345,IndiGo,Bangalore,Visakhapatnam,06:10,11:45,5h 35m,1 Stop,"8,066"
1346,IndiGo,Bangalore,Visakhapatnam,10:15,15:50,5h 35m,1 Stop,"8,066"
1347,IndiGo,Bangalore,Visakhapatnam,07:10,13:55,6h 45m,1 Stop,"8,066"
1348,IndiGo,Bangalore,Visakhapatnam,13:05,20:00,6h 55m,1 Stop,"8,066"
1349,IndiGo,Bangalore,Visakhapatnam,06:10,13:55,7h 45m,1 Stop,"8,066"
1350,IndiGo,Bangalore,Visakhapatnam,10:15,18:05,7h 50m,1 Stop,"8,066"
1351,IndiGo,Bangalore,Visakhapatnam,07:10,15:50,8h 40m,1 Stop,"8,066"
1352,IndiGo,Bangalore,Visakhapatnam,06:10,15:50,9h 40m,2 Stop(s),"8,066"
1353,IndiGo,Bangalore,Visakhapatnam,10:15,20:00,9h 45m,2 Stop(s),"8,066"
1354,IndiGo,Bangalore,Visakhapatnam,09:20,13:55,4h 35m,3 Stop(s),"8,328"
1355,IndiGo,Bangalore,Visakhapatnam,09:20,15:50,6h 30m,3 Stop(s),"8,328"
1356,IndiGo,Bangalore,Visakhapatnam,09:20,18:05,8h 45m,3 Stop(s),"8,328"
1357,IndiGo,Bangalore,Visakhapatnam,09:20,20:00,10h 40m,3 Stop(s),"8,328"
1358,Air India,Bangalore,Visakhapatnam,06:45,13:35,6h 50m,3 Stop(s),"10,744"
1359,Air India,Bangalore,Visakhapatnam,19:10,"13:35
+ 1 day",18h 25m,3 Stop(s),"11,164"
1360,Air India,Bangalore,Visakhapatnam,21:00,"13:35
+ 1 day",16h 35m,3 Stop(s),"15,262"
1361,Air India,Bangalore,Visakhapatnam,17:20,"13:35
+ 1 day",20h 15m,3 Stop(s),"15,262"
1362,Air India,Bangalore,Visakhapatnam,10:25,"13:35
+ 1 day",27h 10m,3 Stop(s),"15,262"
1363,Air India,Bangalore,Visakhapatnam,10:25,"13:35
+ 1 day",27h 10m,3 Stop(s),"15,262"
1364,Air India,Bangalore,Visakhapatnam,10:25,"13:35
+ 1 day",27h 10m,2 Stop(s),"15,262"
1365,Air India,Bangalore,Visakhapatnam,10:25,"13:35
+ 1 day",27h 10m,2 Stop(s),"15,262"
1366,Air India,Bangalore,Visakhapatnam,05:45,"13:35
+ 1 day",31h 50m,2 Stop(s),"15,262"
1367,Air India,Bangalore,Visakhapatnam,05:45,"13:35
+ 1 day",31h 50m,1 Stop,"15,262"
1368,Air India,Bangalore,Visakhapatnam,05:45,"13:35
+ 1 day",31h 50m,1 Stop,"15,262"
1369,Air India,Bangalore,Visakhapatnam,05:45,"13:35
+ 1 day",31h 50m,2 Stop(s),"15,262"
1370,Air India,Bangalore,Visakhapatnam,05:45,"16:35
+ 1 day",34h 50m,2 Stop(s),"16,197"
1371,Air India,Bangalore,Visakhapatnam,05:45,"16:35
+ 1 day",34h 50m,1 Stop,"16,197"
1372,Air India,Bangalore,Visakhapatnam,05:45,"16:35
+ 1 day",34h 50m,1 Stop,"16,197"
1373,Air India,Bangalore,Visakhapatnam,21:00,"16:35
+ 1 day",19h 35m,2 Stop(s),"17,359"
1374,Go First,Kochi,New Delhi,18:20,23:30,5h 10m,1 Stop,"7,549"
1375,Go First,Kochi,New Delhi,19:55,"02:00
+ 1 day",6h 05m,1 Stop,"7,549"
1376,Go First,Kochi,New Delhi,07:40,14:30,6h 50m,1 Stop,"7,549"
1377,Go First,Kochi,New Delhi,19:55,"08:10
+ 1 day",12h 15m,1 Stop,"7,549"
1378,Go First,Kochi,New Delhi,07:40,20:10,12h 30m,1 Stop,"7,549"
1379,Go First,Kochi,New Delhi,19:55,"10:10
+ 1 day",14h 15m,1 Stop,"7,549"
1380,Go First,Kochi,New Delhi,07:40,22:25,14h 45m,1 Stop,"7,549"
1381,Go First,Kochi,New Delhi,18:20,"09:50
+ 1 day",15h 30m,1 Stop,"7,549"
1382,Go First,Kochi,New Delhi,07:40,23:30,15h 50m,1 Stop,"7,549"
1383,IndiGo,Kochi,New Delhi,11:45,17:00,5h 15m,1 Stop,"7,617"
1384,IndiGo,Kochi,New Delhi,19:00,"01:15
+ 1 day",6h 15m,1 Stop,"7,617"
1385,IndiGo,Kochi,New Delhi,13:45,21:00,7h 15m,1 Stop,"7,617"
1386,IndiGo,Kochi,New Delhi,09:35,17:00,7h 25m,1 Stop,"7,617"
1387,IndiGo,Kochi,New Delhi,13:45,22:25,8h 40m,1 Stop,"7,617"
1388,IndiGo,Kochi,New Delhi,11:45,21:00,9h 15m,1 Stop,"7,617"
1389,Air Asia,Kochi,New Delhi,21:25,"02:55
+ 1 day",5h 30m,1 Stop,"9,030"
1390,Air Asia,Kochi,New Delhi,21:25,"03:35
+ 1 day",6h 10m,1 Stop,"9,030"
1391,Air Asia,Kochi,New Delhi,07:35,14:05,6h 30m,1 Stop,"9,030"
1392,Air Asia,Kochi,New Delhi,23:20,"08:55
+ 1 day",9h 35m,1 Stop,"9,030"
1393,Air Asia,Kochi,New Delhi,21:25,"08:55
+ 1 day",11h 30m,1 Stop,"9,030"
1394,Air Asia,Kochi,New Delhi,21:25,"10:05
+ 1 day",12h 40m,2 Stop(s),"9,030"
1395,Air Asia,Kochi,New Delhi,23:20,"14:05
+ 1 day",14h 45m,1 Stop,"9,030"
1396,Vistara,Kochi,New Delhi,19:55,22:55,3h 00m,1 Stop,"9,034"
1397,Air India,Kochi,New Delhi,21:05,"00:05
+ 1 day",3h 00m,1 Stop,"9,034"
1398,Vistara,Kochi,New Delhi,09:30,12:40,3h 10m,1 Stop,"9,034"
1399,Air India,Kochi,New Delhi,18:20,21:30,3h 10m,1 Stop,"9,034"
1400,IndiGo,Kochi,New Delhi,19:10,22:20,3h 10m,1 Stop,"9,034"
1401,IndiGo,Kochi,New Delhi,21:20,"02:30
+ 1 day",5h 10m,1 Stop,"9,034"
1402,IndiGo,Kochi,New Delhi,13:45,19:10,5h 25m,1 Stop,"9,034"
1403,IndiGo,Kochi,New Delhi,05:10,10:50,5h 40m,1 Stop,"9,034"
1404,IndiGo,Kochi,New Delhi,06:10,11:55,5h 45m,1 Stop,"9,034"
1405,IndiGo,Kochi,New Delhi,10:05,15:50,5h 45m,1 Stop,"9,034"
1406,IndiGo,Kochi,New Delhi,17:40,23:45,6h 05m,1 Stop,"9,034"
1407,IndiGo,Kochi,New Delhi,11:55,18:30,6h 35m,1 Stop,"9,034"
1408,IndiGo,Kochi,New Delhi,13:40,20:35,6h 55m,1 Stop,"9,034"
1409,IndiGo,Kochi,New Delhi,05:10,12:15,7h 05m,1 Stop,"9,034"
1410,IndiGo,Kochi,New Delhi,17:40,"00:45
+ 1 day",7h 05m,1 Stop,"9,034"
1411,IndiGo,Kochi,New Delhi,07:30,14:50,7h 20m,1 Stop,"9,034"
1412,IndiGo,Kochi,New Delhi,11:45,19:10,7h 25m,1 Stop,"9,034"
1413,IndiGo,Kochi,New Delhi,13:40,21:25,7h 45m,1 Stop,"9,034"
1414,IndiGo,Kochi,New Delhi,10:05,18:00,7h 55m,1 Stop,"9,034"
1415,IndiGo,Kochi,New Delhi,11:25,19:20,7h 55m,1 Stop,"9,034"
1416,IndiGo,Kochi,New Delhi,13:40,22:35,8h 55m,1 Stop,"9,034"
1417,IndiGo,Kochi,New Delhi,10:05,19:20,9h 15m,1 Stop,"9,034"
1418,IndiGo,Kochi,New Delhi,11:25,20:45,9h 20m,1 Stop,"9,034"
1419,IndiGo,Kochi,New Delhi,12:30,22:00,9h 30m,1 Stop,"9,034"
1420,IndiGo,Kochi,New Delhi,09:35,19:10,9h 35m,1 Stop,"9,034"
1421,IndiGo,Kochi,New Delhi,05:10,14:50,9h 40m,2 Stop(s),"9,034"
1422,IndiGo,Kochi,New Delhi,06:10,16:30,10h 20m,2 Stop(s),"9,034"
1423,Air Asia,Kochi,New Delhi,08:50,12:00,3h 10m,2 Stop(s),"9,035"
1424,IndiGo,Kochi,New Delhi,10:00,13:10,3h 10m,2 Stop(s),"9,035"
1425,Go First,Kochi,New Delhi,19:55,"00:50
+ 1 day",4h 55m,1 Stop,"9,401"
1426,IndiGo,Kochi,New Delhi,07:30,16:45,9h 15m,1 Stop,"9,806"
1427,IndiGo,Kochi,New Delhi,11:25,16:45,5h 20m,2 Stop(s),"10,293"
1428,Air India,Kochi,New Delhi,13:25,20:20,6h 55m,1 Stop,"10,767"
1429,Air India,Kochi,New Delhi,13:25,23:55,10h 30m,1 Stop,"10,767"
1430,Air India,Kochi,New Delhi,13:25,"08:55
+ 1 day",19h 30m,2 Stop(s),"10,767"
1431,Air India,Kochi,New Delhi,13:25,"13:00
+ 1 day",23h 35m,1 Stop,"10,767"
1432,Air India,Kochi,New Delhi,20:10,"08:55
+ 1 day",12h 45m,1 Stop,"13,549"
1433,Air India,Kochi,New Delhi,20:10,"10:15
+ 1 day",14h 05m,1 Stop,"13,549"
1434,Air India,Kochi,New Delhi,20:10,"11:10
+ 1 day",15h 00m,3 Stop(s),"13,549"
1435,Air India,Kochi,New Delhi,20:10,"12:15
+ 1 day",16h 05m,3 Stop(s),"13,549"
1436,Air India,Kochi,New Delhi,20:10,"18:15
+ 1 day",22h 05m,3 Stop(s),"13,549"
1437,Air India,Kochi,New Delhi,20:10,"19:20
+ 1 day",23h 10m,3 Stop(s),"13,549"
1438,Air India,Kochi,New Delhi,20:10,"20:30
+ 1 day",24h 20m,2 Stop(s),"13,549"
1439,Air India,Kochi,New Delhi,20:10,"21:15
+ 1 day",25h 05m,3 Stop(s),"13,549"
1440,Air Asia,Kolkata,New Delhi,09:05,14:55,5h 50m,1 Stop,"6,487"
1441,Air Asia,Kolkata,New Delhi,05:25,11:50,6h 25m,1 Stop,"6,487"
1442,Air Asia,Kolkata,New Delhi,19:35,"02:55
+ 1 day",7h 20m,1 Stop,"6,487"
1443,Air Asia,Kolkata,New Delhi,19:55,"03:35
+ 1 day",7h 40m,2 Stop(s),"6,487"
1444,Air Asia,Kolkata,New Delhi,19:35,"03:35
+ 1 day",8h 00m,1 Stop,"6,487"
1445,Air Asia,Kolkata,New Delhi,09:05,17:50,8h 45m,1 Stop,"6,487"
1446,Air Asia,Kolkata,New Delhi,16:15,"01:00
+ 1 day",8h 45m,1 Stop,"6,487"
1447,Air Asia,Kolkata,New Delhi,12:30,21:35,9h 05m,2 Stop(s),"6,487"
1448,Air Asia,Kolkata,New Delhi,05:25,15:30,10h 05m,1 Stop,"6,487"
1449,Go First,Kolkata,New Delhi,06:00,08:30,2h 30m,1 Stop,"6,488"
1450,SpiceJet,Kolkata,New Delhi,21:20,23:50,2h 30m,1 Stop,"6,488"
1451,SpiceJet,Kolkata,New Delhi,21:55,"00:25
+ 1 day",2h 30m,1 Stop,"6,488"
1452,Go First,Kolkata,New Delhi,14:20,16:55,2h 35m,1 Stop,"6,488"
1453,SpiceJet,Kolkata,New Delhi,06:05,08:45,2h 40m,1 Stop,"6,488"
1454,Go First,Kolkata,New Delhi,11:50,17:40,5h 50m,1 Stop,"6,488"
1455,SpiceJet,Kolkata,New Delhi,13:35,19:45,6h 10m,1 Stop,"6,488"
1456,Go First,Kolkata,New Delhi,11:45,18:15,6h 30m,1 Stop,"6,488"
1457,Go First,Kolkata,New Delhi,16:45,23:50,7h 05m,1 Stop,"6,488"
1458,Go First,Kolkata,New Delhi,05:00,12:10,7h 10m,1 Stop,"6,488"
1459,Go First,Kolkata,New Delhi,11:45,18:55,7h 10m,2 Stop(s),"6,488"
1460,Go First,Kolkata,New Delhi,09:20,18:15,8h 55m,1 Stop,"6,488"
1461,Go First,Kolkata,New Delhi,05:00,14:30,9h 30m,1 Stop,"6,488"
1462,Go First,Kolkata,New Delhi,09:20,18:55,9h 35m,1 Stop,"6,488"
1463,Go First,Kolkata,New Delhi,11:50,21:30,9h 40m,1 Stop,"6,488"
1464,Go First,Kolkata,New Delhi,09:30,20:20,10h 50m,1 Stop,"6,488"
1465,Vistara,Kolkata,New Delhi,07:10,09:35,2h 25m,1 Stop,"6,489"
1466,IndiGo,Kolkata,New Delhi,01:15,03:45,2h 30m,1 Stop,"6,489"
1467,IndiGo,Kolkata,New Delhi,05:30,08:00,2h 30m,1 Stop,"6,489"
1468,IndiGo,Kolkata,New Delhi,18:05,20:35,2h 30m,1 Stop,"6,489"
1469,IndiGo,Kolkata,New Delhi,20:25,22:55,2h 30m,1 Stop,"6,489"
1470,IndiGo,Kolkata,New Delhi,21:40,"00:10
+ 1 day",2h 30m,1 Stop,"6,489"
1471,IndiGo,Kolkata,New Delhi,06:40,09:15,2h 35m,1 Stop,"6,489"
1472,IndiGo,Kolkata,New Delhi,14:45,20:10,5h 25m,2 Stop(s),"6,489"
1473,IndiGo,Kolkata,New Delhi,14:15,20:25,6h 10m,1 Stop,"6,489"
1474,IndiGo,Kolkata,New Delhi,12:35,18:55,6h 20m,1 Stop,"6,489"
1475,IndiGo,Kolkata,New Delhi,17:30,"00:05
+ 1 day",6h 35m,1 Stop,"6,489"
1476,IndiGo,Kolkata,New Delhi,11:25,18:45,7h 20m,1 Stop,"6,489"
1477,IndiGo,Kolkata,New Delhi,17:25,"01:20
+ 1 day",7h 55m,1 Stop,"6,489"
1478,IndiGo,Kolkata,New Delhi,06:10,14:25,8h 15m,1 Stop,"6,489"
1479,IndiGo,Kolkata,New Delhi,14:15,22:35,8h 20m,1 Stop,"6,489"
1480,IndiGo,Kolkata,New Delhi,11:10,20:25,9h 15m,1 Stop,"6,489"
1481,IndiGo,Kolkata,New Delhi,07:05,16:25,9h 20m,1 Stop,"6,489"
1482,IndiGo,Kolkata,New Delhi,14:45,"00:05
+ 1 day",9h 20m,1 Stop,"6,489"
1483,IndiGo,Kolkata,New Delhi,07:05,17:20,10h 15m,1 Stop,"6,489"
1484,Air Asia,Kolkata,New Delhi,07:40,10:05,2h 25m,1 Stop,"6,490"
1485,Air Asia,Kolkata,New Delhi,23:40,"02:10
+ 1 day",2h 30m,1 Stop,"6,490"
1486,Air Asia,Kolkata,New Delhi,19:45,22:25,2h 40m,1 Stop,"6,490"
1487,Vistara,Kolkata,New Delhi,20:20,22:45,2h 25m,1 Stop,"6,594"
1488,IndiGo,Kolkata,New Delhi,19:20,21:50,2h 30m,1 Stop,"6,804"
1489,Air Asia,Kolkata,New Delhi,16:30,"01:10
+ 1 day",8h 40m,2 Stop(s),"6,907"
1490,Air India,Kolkata,New Delhi,20:30,22:45,2h 15m,1 Stop,"6,909"
1491,Air India,Kolkata,New Delhi,10:25,12:55,2h 30m,1 Stop,"6,909"
1492,SpiceJet,Kolkata,New Delhi,14:45,"14:25
+ 1 day",23h 40m,1 Stop,"7,118"
1493,IndiGo,Kolkata,New Delhi,08:45,11:15,2h 30m,1 Stop,"7,119"
1494,IndiGo,Kolkata,New Delhi,10:05,12:40,2h 35m,1 Stop,"7,119"
1495,Air India,Kolkata,New Delhi,07:00,09:15,2h 15m,1 Stop,"7,329"
1496,IndiGo,Kolkata,New Delhi,16:30,19:00,2h 30m,2 Stop(s),"7,434"
1497,IndiGo,Kolkata,New Delhi,06:10,10:25,4h 15m,1 Stop,"7,466"
1498,IndiGo,Kolkata,New Delhi,07:05,13:00,5h 55m,1 Stop,"7,466"
1499,IndiGo,Kolkata,New Delhi,07:00,13:20,6h 20m,2 Stop(s),"7,466"
1500,IndiGo,Kolkata,New Delhi,15:20,21:40,6h 20m,2 Stop(s),"7,954"
1501,IndiGo,Kolkata,New Delhi,16:20,22:45,6h 25m,2 Stop(s),"7,954"
1502,IndiGo,Kolkata,New Delhi,11:55,21:20,9h 25m,1 Stop,"7,954"
1503,IndiGo,Kolkata,New Delhi,15:20,"01:20
+ 1 day",10h 00m,1 Stop,"7,954"
1504,IndiGo,Kolkata,New Delhi,11:25,13:50,2h 25m,1 Stop,"8,064"
1505,Vistara,Kolkata,New Delhi,15:20,17:45,2h 25m,1 Stop,"8,064"
1506,IndiGo,Kolkata,New Delhi,17:15,22:30,5h 15m,1 Stop,"8,442"
1507,IndiGo,Kolkata,New Delhi,07:55,14:45,6h 50m,1 Stop,"8,442"
1508,IndiGo,Kolkata,New Delhi,11:30,18:55,7h 25m,1 Stop,"8,442"
1509,IndiGo,Kolkata,New Delhi,11:40,21:45,10h 05m,1 Stop,"8,442"
1510,IndiGo,Kolkata,New Delhi,07:15,15:25,8h 10m,1 Stop,"8,930"
1511,Air India,Kolkata,New Delhi,15:30,18:00,2h 30m,1 Stop,"9,324"
1512,Air India,Kolkata,New Delhi,09:10,23:45,14h 35m,1 Stop,"9,534"
1513,IndiGo,Kolkata,New Delhi,11:40,18:45,7h 05m,1 Stop,"9,907"
1514,IndiGo,Kolkata,New Delhi,07:55,18:55,11h 00m,1 Stop,"9,907"
1515,Vistara,Kolkata,New Delhi,10:15,12:35,2h 20m,3 Stop(s),"10,059"
1516,Air India,Kolkata,New Delhi,11:35,23:45,12h 10m,1 Stop,"10,112"
1517,IndiGo,Kolkata,New Delhi,11:55,18:55,7h 00m,1 Stop,"10,395"
1518,Air India,Kolkata,New Delhi,13:00,20:55,7h 55m,1 Stop,"10,720"
1519,SpiceJet,Kolkata,New Delhi,10:15,18:15,8h 00m,1 Stop,"11,634"
1520,Air India,Kolkata,New Delhi,07:45,18:40,10h 55m,2 Stop(s),"11,844"
1521,Air India,Kolkata,New Delhi,05:55,18:40,12h 45m,1 Stop,"11,844"
1522,IndiGo,Kolkata,New Delhi,18:30,"00:10
+ 1 day",5h 40m,1 Stop,"11,860"
1523,Air India,Kolkata,New Delhi,09:10,23:00,13h 50m,1 Stop,"12,054"
1524,Air India,Kolkata,New Delhi,09:50,18:40,8h 50m,1 Stop,"12,159"
1525,Go First,Kolkata,New Delhi,16:25,23:30,7h 05m,1 Stop,"12,551"
1526,Air India,Kolkata,New Delhi,09:10,"08:45
+ 1 day",23h 35m,1 Stop,"12,894"
1527,Air India,Kolkata,New Delhi,09:10,18:30,9h 20m,1 Stop,"13,314"
1528,Air India,Kolkata,New Delhi,09:10,"13:50
+ 1 day",28h 40m,1 Stop,"13,314"
1529,IndiGo,Kolkata,New Delhi,14:45,22:05,7h 20m,1 Stop,"13,325"
1530,Go First,Kolkata,New Delhi,17:30,"00:50
+ 1 day",7h 20m,1 Stop,"13,386"
1531,Go First,Kolkata,New Delhi,17:30,"02:00
+ 1 day",8h 30m,2 Stop(s),"13,386"
1532,Air India,Kolkata,New Delhi,14:40,23:10,8h 30m,1 Stop,"13,524"
1533,Vistara,Kolkata,New Delhi,20:35,"08:05
+ 1 day",11h 30m,1 Stop,"13,524"
1534,Vistara,Kolkata,New Delhi,20:35,"08:35
+ 1 day",12h 00m,1 Stop,"13,524"
1535,Vistara,Kolkata,New Delhi,20:35,"11:00
+ 1 day",14h 25m,1 Stop,"13,524"
1536,Vistara,Kolkata,New Delhi,20:35,"12:40
+ 1 day",16h 05m,1 Stop,"13,524"
1537,Vistara,Kolkata,New Delhi,20:35,"14:05
+ 1 day",17h 30m,1 Stop,"13,524"
1538,Vistara,Kolkata,New Delhi,20:35,"14:30
+ 1 day",17h 55m,2 Stop(s),"13,524"
1539,Vistara,Kolkata,New Delhi,20:35,"16:55
+ 1 day",20h 20m,1 Stop,"13,524"
1540,Vistara,Kolkata,New Delhi,20:35,"18:05
+ 1 day",21h 30m,2 Stop(s),"13,524"
1541,Vistara,Kolkata,New Delhi,20:35,"19:40
+ 1 day",23h 05m,2 Stop(s),"13,524"
1542,Air India,Kolkata,New Delhi,05:55,18:40,12h 45m,2 Stop(s),"13,620"
1543,Air India,Kolkata,New Delhi,19:00,"23:00
+ 1 day",28h 00m,1 Stop,"13,734"
1544,IndiGo,Kolkata,New Delhi,17:30,22:05,4h 35m,1 Stop,"13,813"
1545,Air India,Kolkata,New Delhi,09:10,16:15,7h 05m,2 Stop(s),"13,839"
1546,Air India,Kolkata,New Delhi,09:40,18:15,8h 35m,1 Stop,"13,944"
1547,Air India,Kolkata,New Delhi,09:40,19:20,9h 40m,1 Stop,"13,944"
1548,Air India,Kolkata,New Delhi,09:40,20:30,10h 50m,2 Stop(s),"13,944"
1549,Air India,Kolkata,New Delhi,09:40,21:15,11h 35m,1 Stop,"13,944"
1550,Vistara,Kolkata,New Delhi,20:35,"09:40
+ 1 day",13h 05m,2 Stop(s),"13,944"
1551,Air India,Kolkata,New Delhi,09:40,23:30,13h 50m,2 Stop(s),"13,944"
1552,Air India,Kolkata,New Delhi,16:45,"18:40
+ 1 day",25h 55m,2 Stop(s),"14,049"
1553,Vistara,Kolkata,New Delhi,17:35,"00:10
+ 1 day",6h 35m,2 Stop(s),"14,364"
1554,Vistara,Kolkata,New Delhi,17:35,"00:55
+ 1 day",7h 20m,2 Stop(s),"14,364"
1555,Air India,Kolkata,New Delhi,14:40,"08:50
+ 1 day",18h 10m,2 Stop(s),"14,364"
1556,Air India,Kolkata,New Delhi,19:00,"08:45
+ 1 day",13h 45m,2 Stop(s),"14,574"
1557,Air India,Kolkata,New Delhi,13:00,"14:40
+ 1 day",25h 40m,2 Stop(s),"14,710"
1558,Vistara,Kolkata,New Delhi,20:35,"19:50
+ 1 day",23h 15m,1 Stop,"14,772"
1559,Vistara,Kolkata,New Delhi,10:25,16:55,6h 30m,1 Stop,"14,889"
1560,Vistara,Kolkata,New Delhi,10:25,18:05,7h 40m,1 Stop,"14,889"
1561,Vistara,Kolkata,New Delhi,10:25,19:40,9h 15m,1 Stop,"14,889"
